"Date","Open","High","Low","Close"
"06 Oct 2021","17861.50","17884.60","17613.15","17646.00"
"05 Oct 2021","17661.35","17833.45","17640.90","17822.30"
"04 Oct 2021","17615.55","17750.90","17581.35","17691.25"
"01 Oct 2021","17531.90","17557.15","17452.90","17532.05"
"30 Sep 2021","17718.90","17742.15","17585.35","17618.15"
"29 Sep 2021","17657.95","17781.75","17608.15","17711.30"
"28 Sep 2021","17906.45","17912.85","17576.10","17748.60"
"27 Sep 2021","17932.20","17943.50","17802.90","17855.10"
"24 Sep 2021","17897.45","17947.65","17819.40","17853.20"
"23 Sep 2021","17670.85","17843.90","17646.55","17822.95"
"22 Sep 2021","17580.90","17610.45","17524.00","17546.65"
"21 Sep 2021","17450.50","17578.35","17326.10","17562.00"
"20 Sep 2021","17443.85","17622.75","17361.80","17396.90"
"17 Sep 2021","17709.65","17792.95","17537.65","17585.15"
"16 Sep 2021","17539.20","17644.60","17510.45","17629.50"
"15 Sep 2021","17387.65","17532.70","17386.90","17519.45"
"14 Sep 2021","17420.35","17438.55","17367.05","17380.00"
"13 Sep 2021","17363.55","17378.35","17269.15","17355.30"
"09 Sep 2021","17312.85","17379.65","17302.70","17369.25"
"08 Sep 2021","17375.75","17383.40","17254.20","17353.50"
"07 Sep 2021","17401.55","17436.50","17287.00","17362.10"
"06 Sep 2021","17399.35","17429.55","17345.55","17377.80"
"03 Sep 2021","17262.45","17340.10","17212.20","17323.60"
"02 Sep 2021","17095.40","17245.50","17059.70","17234.15"
"01 Sep 2021","17185.60","17225.75","17055.05","17076.25"
"31 Aug 2021","16947.50","17153.50","16915.85","17132.20"
"30 Aug 2021","16775.85","16951.50","16764.85","16931.05"
"27 Aug 2021","16642.55","16722.05","16565.60","16705.20"
"26 Aug 2021","16627.95","16683.70","16603.40","16636.90"
"25 Aug 2021","16654.00","16712.45","16617.50","16634.65"
"24 Aug 2021","16561.40","16647.10","16495.30","16624.60"
"23 Aug 2021","16592.25","16592.50","16395.70","16496.45"
"20 Aug 2021","16382.50","16509.55","16376.05","16450.50"
"18 Aug 2021","16691.95","16701.85","16535.85","16568.85"
"17 Aug 2021","16545.25","16628.55","16495.4","16614.60"
"16 Aug 2021","16518.40","16589.40","16480.75","16563.05"
"13 Aug 2021","16385.70","16543.60","16376.30","16529.10"
"12 Aug 2021","16303.65","16375.50","16286.90","16364.40"
"11 Aug 2021","16327.30","16338.75","16162.55","16282.25"
"10 Aug 2021","16274.80","16359.25","16202.25","16280.10"
"09 Aug 2021","16281.35","16320.75","16179.05","16258.25"
"06 Aug 2021","16304.40","16336.75","16223.30","16238.20"
"05 Aug 2021","16288.95","16349.45","16210.30","16294.60"
"04 Aug 2021","16195.25","16290.20","16176.15","16258.80"
"03 Aug 2021","15951.55","16146.90","15914.35","16130.75"
"02 Aug 2021","15874.90","15892.90","15834.65","15885.15"
"30 Jul 2021","15800.60","15862.80","15744.85","15763.05"
"29 Jul 2021","15762.70","15817.35","15737.80","15778.45"
"28 Jul 2021","15761.55","15767.50","15513.45","15709.40"
"27 Jul 2021","15860.50","15881.55","15701.00","15746.45"
"26 Jul 2021","15849.30","15893.35","15797.00","15824.45"
"23 Jul 2021","15856.80","15899.80","15768.40","15856.05"
"22 Jul 2021","15736.60","15834.80","15726.40","15824.05"
"20 Jul 2021","15703.95","15728.45","15578.55","15632.10"
"19 Jul 2021","15754.50","15836.90","15707.50","15752.40"
"16 Jul 2021","15958.35","15962.25","15882.60","15923.40"
"15 Jul 2021","15872.15","15952.35","15855.00","15924.20"
"14 Jul 2021","15808.70","15877.35","15764.20","15853.95"
"13 Jul 2021","15794.00","15820.80","15744.60","15812.35"
"12 Jul 2021","15766.80","15789.20","15644.75","15692.60"
"09 Jul 2021","15688.25","15730.85","15632.75","15689.80"
"08 Jul 2021","15855.40","15885.75","15682.90","15727.90"
"07 Jul 2021","15819.60","15893.55","15779.70","15879.65"
"06 Jul 2021","15813.75","15914.20","15801.00","15818.25"
"05 Jul 2021","15793.40","15845.95","15762.05","15834.35"
"02 Jul 2021","15705.85","15738.35","15635.95","15722.20"
"01 Jul 2021","15755.05","15755.55","15667.05","15680.00"
"30 Jun 2021","15776.90","15839.10","15708.75","15721.50"
"29 Jun 2021","15807.50","15835.90","15724.05","15748.45"
"28 Jun 2021","15915.35","15915.65","15792.15","15814.70"
"25 Jun 2021","15839.35","15870.80","15772.30","15860.35"
"24 Jun 2021","15737.30","15821.40","15702.70","15790.45"
"23 Jun 2021","15862.80","15862.95","15673.95","15686.95"
"22 Jun 2021","15840.50","15895.75","15752.10","15772.75"
"21 Jun 2021","15525.85","15765.15","15505.65","15746.50"
"18 Jun 2021","15756.50","15761.50","15450.90","15683.35"
"17 Jun 2021","15648.30","15769.35","15616.75","15691.40"
"16 Jun 2021","15847.50","15880.85","15742.60","15767.55"
"15 Jun 2021","15866.95","15901.60","15842.40","15869.25"
"14 Jun 2021","15791.40","15823.05","15606.50","15811.85"
"11 Jun 2021","15796.45","15835.55","15749.80","15799.35"
"10 Jun 2021","15692.10","15751.25","15648.50","15737.75"
"09 Jun 2021","15766.30","15800.45","15566.90","15635.35"
"08 Jun 2021","15773.90","15778.80","15680.00","15740.10"
"07 Jun 2021","15725.10","15773.45","15678.10","15751.65"
"04 Jun 2021","15712.50","15733.60","15622.35","15670.25"
"03 Jun 2021","15655.55","15705.10","15611.00","15690.35"
"02 Jun 2021","15520.35","15597.45","15459.85","15576.20"
"01 Jun 2021","15629.65","15660.75","15528.30","15574.85"
"31 May 2021","15437.75","15606.35","15374.00","15582.80"
"28 May 2021","15421.20","15469.65","15394.75","15435.65"
"27 May 2021","15323.95","15384.55","15272.50","15337.85"
"26 May 2021","15257.05","15319.90","15194.95","15301.45"
"25 May 2021","15291.75","15293.85","15163.40","15208.45"
"21 May 2021","14987.80","15190.00","14985.85","15175.30"
"20 May 2021","15042.60","15069.80","14884.90","14906.05"
"19 May 2021","15058.60","15133.40","15008.85","15030.15"
"18 May 2021","15067.20","15137.25","15043.70","15108.10"
"17 May 2021","14756.25","14938.00","14725.35","14923.15"
"14 May 2021","14749.40","14749.65","14591.90","14677.80"
"12 May 2021","14823.55","14824.05","14649.70","14696.50"
"11 May 2021","14789.70","14900.00","14771.40","14850.75"
"10 May 2021","14928.25","14966.90","14892.50","14942.35"
"07 May 2021","14816.85","14863.05","14765.50","14823.15"
"06 May 2021","14668.35","14743.90","14611.50","14724.80"
"05 May 2021","14604.15","14637.90","14506.60","14617.85"
"04 May 2021","14687.25","14723.40","14461.50","14496.50"
"03 May 2021","14481.05","14673.85","14416.25","14634.15"
"30 Apr 2021","14747.35","14855.45","14601.70","14631.10"
"29 Apr 2021","14979.00","15044.35","14814.45","14894.90"
"28 Apr 2021","14710.50","14890.25","14694.95","14864.55"
"27 Apr 2021","14493.80","14667.55","14484.85","14653.05"
"26 Apr 2021","14449.45","14557.50","14421.30","14485.00"
"23 Apr 2021","14326.35","14461.15","14273.30","14341.35"
"22 Apr 2021","14219.15","14424.75","14151.40","14406.15"
"20 Apr 2021","14526.70","14526.95","14207.30","14296.40"
"19 Apr 2021","14306.60","14382.30","14191.40","14359.45"
"16 Apr 2021","14599.60","14697.70","14559.00","14617.85"
"15 Apr 2021","14522.40","14597.55","14353.20","14581.45"
"13 Apr 2021","14364.90","14528.90","14274.90","14504.80"
"12 Apr 2021","14644.65","14652.50","14248.70","14310.80"
"09 Apr 2021","14882.65","14918.45","14785.65","14834.85"
"08 Apr 2021","14875.65","14984.15","14821.10","14873.80"
"07 Apr 2021","14716.45","14879.80","14649.85","14819.05"
"06 Apr 2021","14737.00","14779.10","14573.90","14683.50"
"05 Apr 2021","14837.70","14849.85","14459.50","14637.80"
"01 Apr 2021","14798.40","14883.20","14692.45","14867.35"
"31 Mar 2021","14811.85","14813.75","14670.25","14690.70"
"30 Mar 2021","14628.50","14876.30","14617.60","14845.10"
"26 Mar 2021","14506.30","14572.90","14414.25","14507.30"
"25 Mar 2021","14570.90","14575.60","14264.40","14324.90"
"24 Mar 2021","14712.45","14752.35","14535.00","14549.40"
"23 Mar 2021","14768.55","14878.60","14707.00","14814.75"
"22 Mar 2021","14736.30","14763.90","14597.85","14736.40"
"19 Mar 2021","14471.15","14788.25","14350.10","14744.00"
"18 Mar 2021","14855.50","14875.20","14478.60","14557.85"
"17 Mar 2021","14946.55","14956.55","14696.05","14721.30"
"16 Mar 2021","14996.10","15051.60","14890.65","14910.45"
"15 Mar 2021","15048.40","15048.40","14745.85","14929.50"
"12 Mar 2021","15321.15","15336.30","14953.60","15030.95"
"10 Mar 2021","15202.15","15218.45","15100.85","15174.80"
"09 Mar 2021","15049.90","15126.85","14925.45","15098.40"
"08 Mar 2021","15002.45","15111.15","14919.9","14956.20"
"05 Mar 2021","14977.95","15092.35","14862.10","14938.10"
"04 Mar 2021","15026.75","15202.35","14980.20","15080.75"
"03 Mar 2021","15064.40","15273.15","14995.80","15245.60"
"02 Mar 2021","14865.30","14959.10","14760.80","14919.10"
"01 Mar 2021","14702.50","14806.80","14638.55","14761.55"
"26 Feb 2021","14888.60","14919.45","14467.75","14529.15"
"25 Feb 2021","15079.85","15176.50","15065.35","15097.35"
"24 Feb 2021","14729.15","15008.80","14723.05","14982.00"
"23 Feb 2021","14782.25","14854.50","14651.85","14707.80"
"22 Feb 2021","14999.05","15010.10","14635.05","14675.70"
"19 Feb 2021","15074.80","15144.05","14898.20","14981.75"
"18 Feb 2021","15238.70","15250.75","15078.05","15118.95"
"17 Feb 2021","15279.90","15314.30","15170.75","15208.90"
"16 Feb 2021","15371.45","15431.75","15242.20","15313.45"
"15 Feb 2021","15270.30","15340.15","15243.40","15314.70"
"12 Feb 2021","15186.20","15243.50","15081.00","15163.30"
"11 Feb 2021","15073.25","15188.50","15065.40","15173.30"
"10 Feb 2021","15119.05","15168.25","14977.20","15106.50"
"09 Feb 2021","15164.15","15257.10","15064.30","15109.30"
"08 Feb 2021","15064.30","15159.90","15041.05","15115.80"
"05 Feb 2021","14952.60","15014.65","14864.75","14924.25"
"04 Feb 2021","14789.05","14913.70","14714.75","14895.65"
"03 Feb 2021","14754.90","14868.85","14574.15","14789.95"
"02 Feb 2021","14481.10","14731.70","14469.15","14647.85"
"01 Feb 2021","13758.60","14336.35","13661.75","14281.20"
"29 Jan 2021","13946.60","13966.85","13596.75","13634.60"
"28 Jan 2021","13810.40","13898.25","13713.25","13817.55"
"27 Jan 2021","14237.95","14237.95","13929.30","13967.50"
"25 Jan 2021","14477.80","14491.10","14218.60","14238.90"
"22 Jan 2021","14583.40","14619.90","14357.75","14371.90"
"21 Jan 2021","14730.95","14753.55","14517.25","14590.35"
"20 Jan 2021","14538.30","14666.45","14517.55","14644.70"
"19 Jan 2021","14371.65","14546.05","14350.85","14521.15"
"18 Jan 2021","14453.30","14459.15","14222.80","14281.30"
"15 Jan 2021","14594.35","14617.45","14357.85","14433.70"
"14 Jan 2021","14550.05","14617.80","14471.50","14595.60"
"13 Jan 2021","14639.80","14653.35","14435.70","14564.85"
"12 Jan 2021","14473.80","14590.65","14432.85","14563.45"
"11 Jan 2021","14474.05","14498.20","14383.10","14484.75"
"08 Jan 2021","14258.40","14367.30","14221.65","14347.25"
"07 Jan 2021","14253.75","14256.25","14123.10","14137.35"
"06 Jan 2021","14240.95","14244.15","14039.90","14146.25"
"05 Jan 2021","14075.15","14215.60","14048.15","14199.50"
"04 Jan 2021","14104.35","14147.95","13953.75","14132.90"
"01 Jan 2021","13996.10","14049.85","13991.35","14018.50"
"31 Dec 2020","13970.00","14024.85","13936.45","13981.75"
"30 Dec 2020","13980.90","13997.00","13864.95","13981.95"
"29 Dec 2020","13910.35","13967.60","13859.90","13932.60"
"28 Dec 2020","13815.15","13885.30","13811.55","13873.20"
"24 Dec 2020","13672.15","13771.75","13626.90","13749.25"
"23 Dec 2020","13473.50","13619.45","13432.20","13601.10"
"22 Dec 2020","13373.65","13492.05","13192.90","13466.30"
"21 Dec 2020","13741.90","13777.50","13131.45","13328.40"
"18 Dec 2020","13764.40","13772.85","13658.60","13760.55"
"17 Dec 2020","13713.55","13773.25","13673.55","13740.70"
"16 Dec 2020","13663.10","13692.35","13606.45","13682.70"
"15 Dec 2020","13547.20","13589.65","13447.05","13567.85"
"14 Dec 2020","13571.45","13597.50","13472.45","13558.15"
"11 Dec 2020","13512.30","13579.35","13402.85","13513.85"
"10 Dec 2020","13488.50","13503.55","13399.30","13478.30"
"09 Dec 2020","13458.10","13548.90","13449.60","13529.10"
"08 Dec 2020","13393.85","13435.45","13311.05","13392.95"
"07 Dec 2020","13264.85","13366.65","13241.95","13355.75"
"04 Dec 2020","13177.40","13280.05","13152.85","13258.55"
"03 Dec 2020","13215.30","13216.60","13107.90","13133.90"
"02 Dec 2020","13121.40","13128.50","12983.55","13113.75"
"01 Dec 2020","13062.20","13128.40","12962.80","13109.05"
"27 Nov 2020","13012.05","13035.30","12914.30","12968.95"
"26 Nov 2020","12906.45","13018.00","12790.40","12987.00"
"25 Nov 2020","13130.00","13145.85","12833.65","12858.40"
"24 Nov 2020","13002.60","13079.10","12978.00","13055.15"
"23 Nov 2020","12960.30","12968.85","12825.70","12926.45"
"20 Nov 2020","12813.40","12892.45","12730.25","12859.05"
"19 Nov 2020","12839.50","12963.00","12745.75","12771.70"
"18 Nov 2020","12860.10","12948.85","12819.35","12938.25"
"17 Nov 2020","12932.50","12934.05","12797.10","12874.20"
"14 Nov 2020","12823.35","12828.70","12749.45","12780.25"
"13 Nov 2020","12659.70","12735.95","12607.70","12719.95"
"12 Nov 2020","12702.15","12741.15","12624.85","12690.80"
"11 Nov 2020","12680.60","12769.75","12571.10","12749.15"
"10 Nov 2020","12556.40","12643.90","12475.25","12631.10"
"09 Nov 2020","12399.40","12474.05","12367.35","12461.05"
"06 Nov 2020","12156.65","12280.40","12131.85","12263.55"
"05 Nov 2020","12062.40","12131.10","12027.60","12120.30"
"04 Nov 2020","11783.35","11929.65","11756.40","11908.50"
"03 Nov 2020","11734.45","11836.20","11723.30","11813.50"
"02 Nov 2020","11697.35","11725.65","11557.40","11669.15"
"30 Oct 2020","11678.45","11748.95","11535.45","11642.40"
"29 Oct 2020","11633.30","11744.15","11606.45","11670.80"
"28 Oct 2020","11922.60","11929.40","11684.85","11729.60"
"27 Oct 2020","11807.10","11899.05","11723.00","11889.40"
"26 Oct 2020","11937.40","11942.85","11711.70","11767.75"
"23 Oct 2020","11957.90","11974.55","11908.75","11930.35"
"22 Oct 2020","11890.00","11939.55","11823.45","11896.45"
"21 Oct 2020","11958.55","12018.65","11775.75","11937.65"
"20 Oct 2020","11861.00","11949.25","11837.25","11896.80"
"19 Oct 2020","11879.20","11898.25","11820.40","11873.05"
"16 Oct 2020","11727.40","11789.75","11667.85","11762.45"
"15 Oct 2020","12023.45","12025.45","11661.3","11680.35"
"14 Oct 2020","11917.40","11997.20","11822.15","11971.05"
"13 Oct 2020","11934.65","11988.20","11888.90","11934.50"
"12 Oct 2020","11973.55","12022.05","11867.20","11930.95"
"09 Oct 2020","11852.05","11938.60","11805.20","11914.20"
"08 Oct 2020","11835.40","11905.70","11791.15","11834.60"
"07 Oct 2020","11679.25","11763.05","11629.35","11738.85"
"06 Oct 2020","11603.45","11680.30","11564.30","11662.40"
"05 Oct 2020","11487.80","11578.05","11452.30","11503.35"
"01 Oct 2020","11364.45","11428.60","11347.05","11416.95"
"30 Sep 2020","11244.45","11295.40","11184.55","11247.55"
"29 Sep 2020","11288.60","11305.40","11181.00","11222.40"
